A,B,C
608,158,966
381,667,113
713,791,849
815,874,477
901,609,311
385,923,422
771,779,220
49,812,691
161,794,571
54,235,320
487,275,108
985,359,61
889,403,210
881,94,336
479,781,812
272,795,708
593,550,701
204,697,608
110,322,353
113,570,557
858,171,299
180,806,380
902,282,985
297,870,593
847,883,266
108,486,97
568,770,80
128,221,124
230,873,82
637,678,65
745,483,514
958,287,461
512,759,271
179,854,21
161,408,600
61,339,651
901,46,650
371,273,471
848,763,905
823,283,221
226,6,549
254,426,752
697,862,931
185,786,483
71,913,333
76,606,904
670,385,109
954,554,300
797,760,877
760,732,207
728,267,436
52,34,191
722,358,548
660,171,40
823,623,898
577,928,390
551,755,835
364,807,505
483,320,882
442,302,134
332,689,886
927,858,629
199,51,245
773,609,584
892,331,314
768,545,321
828,543,450
582,876,106
992,654,343
731,20,204
80,265,366
440,81,114
110,771,78
632,620,928
808,908,566
10,603,414
681,240,25
353,661,40
335,685,146
82,118,75
162,5,134
208,692,850
970,582,708
881,513,573
52,617,792
249,431,617
494,439,974
333,806,998
154,711,871
500,353,947
186,462,806
952,251,865
836,603,826
900,584,673
825,780,967
988,444,665
866,139,797
452,66,63
23,255,218
42,600,493
535,298,941
652,188,970
88,66,612
502,203,790
402,497,276
383,203,397
783,928,272
517,514,926
911,889,607
371,654,541
145,564,969
365,516,790
233,522,635
858,50,854
57,404,793
483,334,178
365,925,346
922,688,475
537,543,745
260,137,385
145,632,702
943,706,981
76,941,305
329,709,839
534,480,299
936,244,882
568,559,899
203,146,308
946,481,269
150,481,188
542,179,334
746,698,505
719,726,484
206,862,731
735,789,591
3,427,980
257,813,83
908,226,975
644,463,77
764,772,270
648,721,300
221,507,108
260,821,647
117,296,811
102,285,619
941,563,812
519,120,204
12,705,371
47,448,567
196,314,644
364,506,580
8,447,205
300,472,320
418,761,551
394,657,661
4,975,723
270,822,679
91,766,60
23,705,162
556,385,677
714,838,972
768,492,239
273,6,689
730,268,7
615,798,172
500,256,911
758,791,934
93,326,685
435,234,903
989,835,894
834,245,204
598,161,886
910,3,361
201,725,460
836,125,669
112,643,34
855,490,768
877,419,304
511,525,717
30,362,831
157,305,647
755,809,113
267,552,866
124,81,46
802,801,41
342,58,131
489,496,365
796,735,988
93,64,373
423,396,70
254,169,549
766,138,471
278,879,513
631,988,199
671,91,866
488,196,481
692,504,274
806,646,619
727,127,429
521,235,503
769,617,399
335,983,966
900,140,414
347,412,592
144,159,509
723,174,772
411,396,313
417,219,324
582,913,568
836,959,925
869,49,889
947,367,26
720,408,398
789,225,519
587,716,636
477,822,166
108,11,768
92,924,197
723,690,66
881,737,581
23,61,757
604,78,858
507,477,103
726,497,154
293,722,13
380,441,30
2,352,325
955,226,870
369,209,234
675,248,398
980,914,649
408,688,347
285,154,989
675,235,446
590,294,807
707,307,335
195,925,835
224,650,268
37,881,917
12,768,188
356,513,194
605,440,412
606,450,21
50,382,629
756,218,214
848,135,377
750,513,970
838,743,495
325,634,226
48,130,288
657,277,631
497,610,244
363,792,230
684,150,124
107,830,522
400,351,282
209,595,460
754,240,23
415,606,946
992,762,825
54,940,771
930,451,405
695,675,838
832,673,695
568,155,548
686,22,760
261,742,88
815,615,75
525,598,448
745,345,818
739,864,351
136,872,982
917,458,441
784,487,365
630,492,115
174,311,21
202,755,566
366,160,420
511,840,666
407,305,260
981,99,526
527,934,813
505,499,615
523,490,372
332,933,402
355,292,297
906,421,208
847,220,561
638,205,718
250,107,238
683,528,532
991,996,237
384,970,950
510,366,563
932,604,7
751,609,182
450,694,70
356,233,354
538,18,167
2,855,472
950,404,366
715,282,266
117,903,952
506,913,987
445,658,119
797,510,8
237,393,397
352,182,173
595,464,217
869,810,334
351,368,586
124,815,527
634,675,21
126,295,926
210,382,826
883,573,637
203,453,544
604,839,593
135,783,320
229,177,798
782,398,789
872,617,651
460,436,537
156,263,575
727,304,400
881,783,909
385,105,219
333,235,549
344,123,709
329,866,305
784,783,91
43,678,57
674,488,936
497,571,128
643,798,142
505,236,952
933,845,53
373,209,38
601,987,221
286,588,350
720,376,301
468,460,373
320,704,705
434,630,776
782,774,209
106,956,629
710,116,54
323,632,640
184,562,347
239,992,5
414,948,754
560,529,446
716,453,931
40,28,581
898,795,428
497,345,149
755,798,411
937,44,718
664,295,913
547,213,956
563,149,384
492,712,621
779,289,904
491,214,730
759,584,740
960,448,829
230,396,632
618,713,947
400,92,316
694,18,469
957,907,723
742,533,528
424,242,503
626,671,714
908,96,945
871,858,229
307,99,106
763,586,128
993,705,141
537,1,547
162,708,332
4,439,749
314,465,741
454,717,833
894,521,512
724,955,103
964,148,841
509,874,562
351,478,629
610,141,579
242,974,641
175,760,873
427,467,968
563,917,505
489,798,579
808,70,26
393,558,542
439,777,742
711,485,774
79,954,70
317,928,573
528,245,93
848,84,261
453,398,136
564,191,615
310,133,624
802,772,618
791,987,104
668,356,673
915,299,418
41,549,724
534,734,698
977,74,863
630,838,127
635,283,876
963,535,607
257,584,161
963,803,224
587,67,222
31,416,205
579,367,970
604,732,905
637,383,408
48,196,519
440,202,681
609,786,10
389,59,352
2,759,781
627,587,920
177,103,157
926,721,264
459,759,549
471,814,930
927,191,801
917,523,175
152,866,232
892,867,855
960,550,665
217,260,900
741,125,789
867,355,594
464,518,624
913,926,415
635,103,317
241,329,670
280,653,691
439,931,649
914,341,789
409,685,882
412,29,262
817,558,441
567,181,818
837,549,33
753,878,198
281,101,799
753,151,12
249,911,305
405,133,526
918,276,724
864,71,911
763,96,450
797,568,484
357,46,831
941,88,428
772,873,383
355,386,648
81,617,156
745,772,250
546,250,989
399,67,698
635,111,366
629,315,72
370,899,174
817,526,280
593,752,135
738,166,15
473,147,825
776,915,451
489,619,5
756,232,715
4,954,749
40,958,555
876,243,969
235,735,761
837,446,235
458,122,886
596,620,139
79,51,688
740,618,266
357,212,842
848,717,730
166,865,860
250,201,575
834,758,477
710,335,744
485,832,523
73,875,892
778,637,626
109,327,514
635,975,196
404,583,453
633,793,294
139,332,862
133,320,196
239,523,432
284,14,836
210,10,864
969,501,741
489,212,638
846,902,22
762,197,673
975,582,735
430,64,208
902,817,764
835,499,377
218,258,7
499,972,341
55,131,528
199,747,716
836,587,661
66,831,577
887,687,587
478,758,147
467,384,126
411,105,965
350,462,810
759,428,283
592,25,240
346,989,746
996,96,38
480,108,422
572,916,319
226,352,613
535,165,715
403,472,315
273,477,835
757,703,151
199,35,622
323,576,243
642,772,286
373,395,625
622,71,432
151,571,957
92,804,303
104,524,513
277,454,309
760,752,253
452,852,467
193,174,133
635,425,99
921,156,74
574,82,126
877,779,637
170,381,521
86,508,901
615,789,864
632,564,563
894,685,611
494,154,758
247,407,234
645,860,403
283,490,886
391,932,188
643,569,384
923,326,669
554,720,749
77,68,732
720,634,722
669,742,345
596,876,234
9,769,387
297,910,335
94,950,660
790,576,545
588,113,347
700,960,280
90,828,873
796,530,70
860,703,386
463,722,12
202,435,715
140,273,334
253,610,813
350,819,330
971,559,114
766,705,396
158,562,861
622,187,526
44,219,171
108,484,558
127,597,273
765,76,246
21,594,567
245,598,756
953,78,970
626,380,192
705,554,353
422,260,906
713,281,180
637,142,962
999,929,120
499,801,621
362,860,828
163,285,284
298,880,692
747,41,936
756,315,493
302,924,673
139,194,1
859,965,439
160,212,676
680,944,336
167,975,89
670,1,674
921,448,65
869,790,78
447,637,307
897,890,636
647,660,670
46,908,667
698,194,203
403,799,262
194,419,544
44,313,275
153,258,681
746,951,690
444,564,954
580,199,45
116,616,841
394,654,419
290,380,826
557,548,164
848,703,850
319,295,773
467,963,450
886,652,354
807,161,989
786,661,671
833,746,863
567,216,2
279,365,666
679,683,693
309,348,414
214,950,677
570,450,931
235,61,101
652,374,191
263,446,641
560,881,883
272,31,486
718,332,64
407,530,844
979,156,170
838,763,59
602,130,576
642,630,11
112,788,983
805,311,632
384,489,688
637,784,11
427,994,413
5,306,715
655,426,573
103,442,303
58,748,130
58,58,34
302,2,313
116,387,468
770,268,34
698,401,923
93,255,484
227,350,122
509,417,517
95,720,930
506,991,961
626,867,226
333,945,903
855,647,36
117,384,987
269,189,81
70,943,620
548,738,515
668,761,533
851,29,877
756,371,137
456,940,102
483,185,432
964,66,64
50,831,325
518,81,715
859,977,647
439,815,350
867,308,160
547,498,375
78,815,426
536,247,733
11,588,455
140,777,135
809,233,242
315,456,428
702,215,949
735,69,936
430,319,782
943,47,726
869,981,982
726,948,903
842,668,625
59,330,2
496,434,634
606,749,163
66,199,608
796,175,281
271,809,640
205,9,709
72,284,134
284,163,365
412,245,887
129,14,878
674,592,636
878,905,926
990,585,973
556,190,692
817,442,810
570,572,435
74,346,245
960,965,109
33,216,824
338,207,996
80,73,692
850,511,678
232,711,800
341,121,637
509,929,373
121,475,464
809,424,26
382,975,202
604,52,234
275,507,582
794,620,719
457,535,837
712,187,65
701,247,435
19,134,295
590,750,837
48,899,992
164,323,578
117,294,188
5,911,810
611,725,626
975,6,215
664,674,780
463,723,145
422,896,786
490,965,7
826,549,721
278,200,126
814,416,168
432,614,772
693,882,939
434,764,594
965,244,796
69,104,666
402,399,244
734,59,456
867,43,597
333,60,286
443,157,147
955,595,889
196,265,560
538,733,801
659,170,283
715,990,525
202,153,27
829,695,374
503,894,548
514,982,826
596,871,747
558,924,150
342,638,117
958,46,678
842,137,918
337,50,989
360,622,669
223,485,421
759,384,861
655,247,680
135,132,960
130,685,410
431,753,114
572,614,279
197,339,468
904,187,61
610,426,755
352,540,124
434,789,974
989,103,104
412,107,845
696,571,177
232,9,330
733,247,857
589,170,950
470,527,139
685,321,88
966,820,902
719,776,895
353,78,109
148,931,656
676,4,198
645,104,104
444,476,63
97,481,700
482,949,91
800,600,117
751,160,957
451,897,884
423,353,429
921,676,486
251,800,281
552,570,506
372,963,942
727,836,420
871,213,243
823,785,287
45,425,854
392,154,913
31,175,541
227,647,602
242,813,803
439,709,709
91,616,81
401,154,903
337,316,944
4,478,521
693,158,432
768,526,659
422,901,952
398,694,286
41,51,909
608,944,276
958,512,709
968,464,456
454,133,268
689,409,849
477,396,493
524,187,93
723,808,632
112,375,158
234,114,443
446,63,846
53,966,985
22,73,674
314,696,154
639,719,780
803,452,986
955,86,616
66,631,185
489,518,823
518,402,893
205,288,965
102,2,535
672,994,921
214,858,762
751,926,434
493,388,782
756,287,17
782,714,762
20,736,779
260,258,772
251,286,1
936,480,702
52,471,701
555,99,91
923,524,956
609,191,465
379,669,369
11,449,343
232,799,940
548,595,135
133,451,299
799,436,467
440,717,358
275,32,66
781,587,9
179,118,91
58,12,371
219,783,734
980,831,474
402,468,292
62,702,198
388,399,115
874,824,229
922,497,483
313,600,204
260,366,137
564,755,767
666,315,425
174,85,43
255,674,698
680,951,721
198,51,270
626,972,619
368,74,663
990,204,243
512,483,599
114,110,895
631,71,367
694,977,469
508,37,947
884,882,48
484,524,178
225,485,784
344,637,601
474,269,541
225,57,447
615,350,178
648,230,522
737,112,394
215,716,445
374,853,883
316,386,751
290,635,404
277,608,265
663,287,726
681,882,872
18,625,368
154,478,140
404,913,588
571,398,263
33,172,587
851,990,479
28,630,115
459,304,540
30,230,541
949,180,380
392,545,622
832,942,210
522,535,174
760,567,506
394,598,399
396,13,208
988,590,310
327,445,81
938,241,557
397,704,632
73,126,523
727,560,290
847,413,332
239,676,19
873,653,782
454,49,172
481,413,930
134,536,372
694,70,253
564,233,608
977,510,771
701,890,560
754,761,371
329,495,678
430,251,237
159,280,934
83,932,839
893,267,50
260,757,997
499,268,973
597,572,282
116,134,12
801,959,663
358,909,763
319,291,69
856,210,187
29,978,89
155,603,187
204,260,861
718,706,825
349,20,100
39,291,728
649,570,432
215,193,753
758,705,460
218,925,532
37,484,59
332,868,535
500,236,756
834,547,273
912,783,673
584,158,333
607,338,258
775,492,809
347,239,472
637,701,929
992,978,967
153,812,381
913,875,301
768,798,355
287,203,113
749,160,581
852,364,913
206,695,747
144,156,889
878,61,930
889,395,387
623,271,588
308,281,585
548,194,703
254,900,849
961,588,215
438,452,823
764,716,924
401,828,927
787,550,827
101,968,817
640,568,485
770,877,874
268,334,72
320,852,75
306,431,998
217,632,923
355,948,506
695,181,199
797,372,368
184,993,581
448,16,576
884,188,248
484,441,43
784,312,462
338,116,109
818,490,510
351,506,478
372,1,13
460,333,991
765,846,859
400,376,246
112,160,577
890,522,870
880,535,886
10,992,330
130,334,704
844,878,594
367,18,896
235,676,937
155,267,187
810,851,886
1,559,382
637,976,981
104,217,932
398,667,508
53,809,690
431,897,642
476,385,212
881,133,312
990,415,485
991,289,618
32,53,70
725,915,611
639,983,289
959,742,419
572,144,891
863,8,705
896,450,579
117,205,529
731,439,196
619,775,838
528,574,707
34,112,914
53,310,139
571,563,934
59,570,647
43,315,972
927,183,294
508,891,717
317,711,368
679,273,745
133,95,417
132,662,916
821,602,468
607,795,124
40,64,409
958,798,707
736,834,160
34,648,904
690,792,930
241,386,123
130,653,817
568,22,315
113,326,447
597,805,54
556,756,992
990,942,767
363,242,515
904,358,42
796,568,723
936,864,900
385,228,659
846,35,529
21,637,127
929,907,224
626,824,460
700,709,666
368,993,63
272,759,862
275,696,215
994,173,29
67,872,319
597,164,103
319,742,278
405,256,536
611,181,338
928,487,406
444,733,537
441,600,295
792,766,731
864,361,379
191,582,367
495,150,331
670,243,727
769,462,178
651,130,706
936,84,193
691,736,653
776,759,62
108,608,716
143,581,524
244,507,765
15,125,79
683,190,297
444,120,909
367,50,500
743,322,483
851,959,107
506,613,832
926,630,684
536,104,203
435,652,631
90,125,716
201,134,758
969,172,205
33,952,375
437,314,947
289,225,951
768,415,659
984,46,539
426,37,680
313,106,238
453,925,301
930,669,149
515,469,726
147,268,249
82,730,348
657,808,929
924,842,173
949,522,528
223,19,990
530,545,37
484,892,257
661,286,881
95,451,992
288,803,708
66,694,681
330,873,761
39,669,520
51,838,752
669,718,321
750,938,114
946,167,479
599,609,467
16,904,932
708,231,259
391,986,142
553,597,705
137,480,919
882,139,880
737,829,805
847,788,742
776,197,740
579,961,633
504,202,401
80,27,790
350,906,451
510,290,155
418,565,160
577,87,858
793,503,35
79,182,696
573,60,676
125,671,142
577,292,554
120,784,996
159,157,4
180,8,787
596,141,531
574,7,786
520,101,29
358,956,765
471,403,906
28,658,950
604,511,210
293,164,97
524,735,508
304,539,636
773,449,613
804,630,25
176,928,204
110,208,125
524,639,194
136,367,58
848,768,916
985,85,274
846,279,826
587,967,702
302,708,624
751,262,836
601,115,924
510,821,870
708,311,809
203,226,411
544,668,667
812,288,814
961,361,165
283,139,679
764,568,295
23,951,125
569,241,155
817,861,982
764,255,743
407,952,253
202,736,461
155,909,299
304,992,454
536,417,930
758,752,292
726,906,372
956,514,229
294,548,516
990,95,709
685,782,632
896,708,719
906,907,547
286,203,499
843,376,416
635,344,547
662,830,326
375,103,712
504,670,228
109,699,293
921,675,213
959,483,655
601,138,473
357,393,893
644,273,551
43,276,585
202,283,649
734,227,333
917,198,765
308,920,803
209,703,804
310,887,521
397,51,436
151,886,191
369,784,673
559,712,710
699,652,862
122,732,265
101,525,955
765,764,233
463,905,953
372,806,284
995,379,17
70,368,669
187,406,610
667,62,994
34,116,575
841,823,467
403,586,381
556,314,577
252,649,329
302,900,620
494,502,418
841,482,230
578,310,879
181,443,394
999,77,586
658,97,726
187,938,965
81,482,940
243,660,285
603,142,786
365,269,355
701,922,591
713,225,813
58,993,748
576,12,85
442,606,713
197,584,232
444,576,41
528,556,278
16,117,970
622,158,416
695,261,6
31,654,137
559,407,196
331,938,951
158,978,854
689,666,3
709,229,89
603,289,776
815,372,181
103,604,944
628,816,825
807,535,644
693,286,316
522,779,745
6,728,594
604,546,287
428,992,621
502,810,243
311,291,71
502,825,230
727,540,205
539,416,479
842,339,739
968,358,929
793,912,465
899,39,74
506,668,137
616,954,938
63,24,374
8,201,77
170,963,524
471,97,490
367,436,304
115,653,126
695,309,661
330,471,930
413,312,980
397,551,765
217,68,948
538,582,545
899,624,273
781,535,784
304,799,4
768,106,374
869,176,893
551,216,963
666,732,280
57,930,806
335,698,854
632,432,255
731,110,960
679,890,642
385,878,418
630,917,406
815,572,506
579,368,960
227,173,871
349,49,36
365,802,306
271,289,844
861,117,713
766,435,920
57,116,425
125,858,564
980,785,898
810,874,676
492,328,78
968,63,862
729,319,918
739,932,450
89,251,667
530,694,155
264,468,519
782,814,599
892,491,751
757,337,155
698,40,700
96,236,507
761,830,45
798,464,832
32,520,92
814,546,259
954,310,495
368,374,594
880,975,321
686,789,881
551,850,257
769,222,166
757,935,668
709,535,98
759,775,406
944,23,584
999,65,465
862,427,263
394,217,791
382,676,868
959,25,87
622,38,76
800,318,914
461,266,909
307,816,346
639,120,260
104,247,825
92,610,441
316,678,782
379,701,806
380,702,865
833,362,607
134,840,982
238,878,393
613,947,285
377,885,177
109,649,145
585,260,64
42,483,361
400,482,190
949,322,941
557,706,333
324,688,710
811,236,720
354,740,591
853,136,749
54,221,443
347,440,892
612,336,52
327,840,500
980,455,963
923,773,926
944,957,483
323,612,620
143,63,824
985,47,97
640,928,265
206,910,63
517,346,485
23,126,452
12,399,556
976,764,915
341,808,397
155,865,813
261,830,203
360,58,411
377,163,600
51,81,607
695,465,922
818,257,237
500,256,74
623,904,880
278,609,230
394,649,481
964,757,536
104,103,646
530,402,265
742,25,382
570,148,935
603,752,948
291,273,677
217,810,761
70,932,868
154,932,888
552,128,926
20,43,563
704,57,757
101,762,903
278,882,122
542,71,413
675,594,29
350,558,905
394,937,948
334,752,279
421,430,998
709,619,487
626,529,760
604,872,279
874,829,396
838,10,499
661,689,615
985,497,97
548,265,8
346,102,857
190,723,305
136,497,934
966,894,786
267,391,271
610,368,394
404,539,375
589,456,68
526,91,19
741,602,324
513,588,546
692,961,206
996,20,756
165,158,485
991,37,387
206,562,281
328,548,817
292,559,237
329,889,928
866,168,981
544,636,792
765,178,926
395,963,75
543,962,439
794,217,339
462,684,214
533,56,576
114,984,936
895,479,277
435,826,404
309,620,396
526,74,161
7,319,987
160,996,351
294,226,492
809,70,290
570,850,823
346,516,225
124,310,867
73,869,855
881,973,519
765,719,484
225,310,982
612,678,974
742,477,750
104,304,306
